"","X","Idshp","Produccion","Kg.arbol","Campo","Marco","Lon","Lat","DEM","slope","aspect","tri","tpi","roughness","flowdir","NDVISep","gNDVISep","SAVISep","NDVIEne","gNDVIEne","SAVIEne","DifNDVISepEne","DifgNDVISepEne","DifSAVISepEne","DG10ABRNOV","DG10ABROCT","DG10AGOOCT","DG10MAYNOV","DG10MAYOCT","DG12ABRNOV","DG12ABROCT","DG12AGOOCT","DG12MAYNOV","DG12MAYOCT","DG15ABRNOV","DG15ABROCT","DG15AGOOCT","DG15MAYNOV","DG15MAYOCT","CH10ABRNOV","CH10ABROCT","CH10AGOOCT","CH10MAYNOV","CH10MAYOCT","CH12ABRNOV","CH12ABROCT","CH12AGOOCT","CH12MAYNOV","CH12MAYOCT","CH15ABRNOV","CH15ABROCT","CH15AGOOCT","CH15MAYNOV","CH15MAYOCT","CH10ago","CH12ago","CH15ago","CH10sep","CH12sep","CH15sep","CH10oct","CH12oct","CH15oct","CH10nov","CH12nov","CH15nov"
"154",154,154,2020,94.8895058468477,"Freirina",100,-71.09306292,-28.50077663,83,2.084309673,324.4623222,1.25,1.25,3,32,0.501437365,0.64684689,0.246334895,0.559907083,0.667257905,0.315799326,0.058469718,0.020411015,0.06946443,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"155",155,155,2020,96.3982618658009,"Freirina",100,-71.09309516,-28.50085734,83,2.084309673,324.4623222,1.25,1.25,3,32,0.494818645,0.650929928,0.23496446,0.53530435,0.665032089,0.293142855,0.040485705,0.014102161,0.058178395,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"156",156,156,2020,100.5210815,"Freirina",100,-71.09311736,-28.50094723,83,2.084309673,324.4623222,1.25,1.25,3,32,0.449121381,0.630344868,0.221364319,0.515412207,0.649629354,0.276893467,0.066290826,0.019284487,0.055529147,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"157",157,157,2020,96.8983325359422,"Freirina",100,-71.09313956,-28.50103712,83,1.370976822,225,1.125,1.125,2,4,0.448648643,0.632724166,0.229644269,0.568773229,0.681274891,0.317188084,0.120124586,0.048550725,0.087543815,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"158",158,158,2020,97.7671474749936,"Freirina",100,-71.09316141,-28.50110897,83,1.370976822,225,1.125,1.125,2,4,0.469081267,0.662999988,0.219300658,0.606983906,0.708773196,0.335753053,0.137902639,0.045773208,0.116452396,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"159",159,159,2020,95.5974404216286,"Freirina",100,-71.09319436,-28.50122577,83,1.370976822,225,1.125,1.125,2,4,0.442382395,0.65773809,0.2101271,0.567711798,0.682176113,0.319204807,0.125329403,0.024438024,0.109077707,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"160",160,160,2020,87.1220498019,"Freirina",100,-71.09321639,-28.50130664,81,3.424014446,188.1301024,1.375,-0.125,4,4,0.45098037,0.650557578,0.202884331,0.512178624,0.631982446,0.285444945,0.061198254,-0.018575132,0.082560614,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"161",161,161,2020,90.3804581209262,"Freirina",100,-71.09323841,-28.50138751,81,3.424014446,188.1301024,1.375,-0.125,4,4,0.44949736,0.645652175,0.198688105,0.48550982,0.599383652,0.261128932,0.03601246,-0.046268523,0.062440827,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"162",162,162,2020,81.0092738389389,"Freirina",100,-71.09322962,-28.50145983,81,3.424014446,188.1301024,1.375,-0.125,4,4,0.404749879,0.610660493,0.172159329,0.460150359,0.62306726,0.239686668,0.05540048,0.012406766,0.067527339,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"163",163,163,2020,87.2016472866241,"Freirina",100,-71.09312644,-28.50140728,81,3.424014446,188.1301024,1.375,-0.125,4,4,0.426026718,0.633786857,0.183948144,0.462652432,0.601168096,0.238850996,0.036625714,-0.032618761,0.054902852,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"164",164,164,2020,83.3811750712191,"Freirina",100,-71.09311445,-28.50131723,81,3.424014446,188.1301024,1.375,-0.125,4,4,0.431338028,0.630075216,0.202145204,0.528662431,0.644428432,0.29631719,0.097324403,0.014353216,0.094171986,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"165",165,165,2020,92.4326620334865,"Freirina",100,-71.09308221,-28.50123652,83,1.370976822,225,1.125,1.125,2,4,0.451442484,0.648361802,0.223361477,0.582079567,0.684585273,0.326805145,0.130637083,0.036223471,0.103443667,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"166",166,166,2020,89.044960679701,"Freirina",100,-71.09305983,-28.50113761,83,1.370976822,225,1.125,1.125,2,4,0.483280224,0.677622676,0.24241212,0.601076352,0.696364939,0.336197168,0.117796128,0.018742263,0.093785048,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"167",167,167,2020,88.5776935326966,"Freirina",100,-71.09304819,-28.5010656,83,1.370976822,225,1.125,1.125,2,4,0.437641724,0.599663615,0.227177605,0.565127483,0.661909997,0.311313599,0.127485759,0.062246382,0.084135994,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"168",168,168,2020,110.08628096337,"Freirina",100,-71.09301614,-28.50099391,83,2.084309673,324.4623222,1.25,1.25,3,32,0.426626323,0.61403507,0.221350074,0.524416141,0.652474105,0.284053147,0.097789818,0.038439035,0.062703073,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"169",169,169,2020,89.2668017260127,"Freirina",100,-71.09298372,-28.50090417,82,1.747450997,56.30993247,0.875,0.125,2,1,0.49077786,0.650976896,0.244995996,0.538124791,0.655930877,0.285815805,0.047346931,0.00495398,0.040819809,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"170",170,170,2020,86.5142169768011,"Freirina",100,-71.09296134,-28.50080526,82,1.747450997,56.30993247,0.875,0.125,2,1,0.485737227,0.662769794,0.24215515,0.55586789,0.667796612,0.30244711,0.070130663,0.005026817,0.060291961,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"171",171,171,2020,87.4596000731262,"Freirina",100,-71.09292875,-28.50070651,82,0.484794463,3.69e-13,0.75,0.5,3,32,0.550543009,0.703533709,0.267378956,0.592920366,0.676367879,0.31275934,0.042377357,-0.02716583,0.045380384,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"172",172,172,2020,92.3798009559884,"Freirina",100,-71.09290672,-28.50062564,82,0.484794463,3.69e-13,0.75,0.5,3,32,0.534607227,0.693533301,0.256764114,0.577941175,0.679843485,0.305440426,0.043333948,-0.013689816,0.048676312,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"173",173,173,2020,89.226363094879,"Freirina",100,-71.09288452,-28.50053574,82,0.484794463,3.69e-13,0.75,0.5,3,32,0.512949033,0.682303727,0.249120906,0.56573427,0.686628997,0.308778644,0.052785237,0.004325271,0.059657738,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"174",174,174,2020,82.189889901099,"Freirina",100,-71.0928727,-28.50045472,82,1.532725565,251.5650512,0.75,0.5,3,16,0.465036292,0.641970038,0.239661276,0.555703361,0.661221564,0.313038588,0.090667069,0.019251525,0.073377311,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"175",175,175,2020,96.0966556746031,"Freirina",100,-71.09283008,-28.50036514,82,1.532725565,251.5650512,0.75,0.5,3,16,0.403100764,0.591208756,0.205804735,0.516955034,0.638266087,0.284030437,0.11385427,0.047057331,0.078225702,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"176",176,176,2020,90.3886062362638,"Freirina",100,-71.09280787,-28.50027525,82,1.532725565,251.5650512,0.75,0.5,3,16,0.431192661,0.614299178,0.209651262,0.470254955,0.610550821,0.25460121,0.039062294,-0.003748357,0.044949949,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"177",177,177,2020,92.222924047619,"Freirina",100,-71.09278603,-28.5002034,82,1.998096092,284.0362435,0.875,0.625,3,8,0.40891388,0.616683185,0.193885922,0.483870968,0.629629612,0.256211191,0.074957088,0.012946427,0.062325269,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"178",178,178,2020,93.4185342857143,"Freirina",100,-71.09268427,-28.50022301,82,1.998096092,284.0362435,0.875,0.625,3,8,0.431411528,0.613626242,0.216566876,0.471942467,0.60470587,0.252956301,0.040530939,-0.008920372,0.036389425,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"179",179,179,2020,91.3680947619048,"Freirina",100,-71.09270612,-28.50029486,82,1.532725565,251.5650512,0.75,0.5,3,16,0.460242863,0.632224143,0.233350992,0.510827133,0.637552917,0.276128948,0.05058427,0.005328774,0.042777956,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
