"","Predicho","Observado","Campo","Produccion","ID","Diferencia"
"90",96.1028794922851,76.5,"Freirina","2019",110,-19.6028794922851
"91",91.7290865396826,78,"Freirina","2019",111,-13.7290865396826
"92",91.1099982087912,79,"Freirina","2019",112,-12.1099982087912
"93",77.0619129824562,63,"Freirina","2019",113,-14.0619129824562
"94",84.8136162236652,62,"Freirina","2019",114,-22.8136162236652
"95",120.829608356347,185.5,"Freirina","2019",115,64.6703916436529
"96",82.6741299067142,64.3,"Freirina","2019",116,-18.3741299067142
"97",101.689927811418,104.4,"Freirina","2019",119,2.71007218858153
"98",97.5129179523812,92.3,"Freirina","2019",123,-5.21291795238118
"99",94.2144785383776,108.4,"Freirina","2019",124,14.1855214616224
"100",83.5258544749695,89.8,"Freirina","2019",126,6.27414552503049
"101",89.1449927711178,93.2,"Freirina","2019",129,4.0550072288822
"102",83.5394329641601,77,"Freirina","2019",131,-6.53943296416006
"103",92.3480823735719,103.5,"Freirina","2019",132,11.1519176264281
"104",97.7054767139507,78,"Freirina","2019",133,-19.7054767139507
"105",99.0289813895409,119.1,"Freirina","2019",134,20.071018610459
"106",90.8683196666668,74.8,"Freirina","2019",135,-16.0683196666668
"107",89.3584267142857,79,"Freirina","2019",136,-10.3584267142857
"108",90.549373488678,90.4,"Freirina","2019",137,-0.149373488678037
"109",122.17694344824,156.5,"Freirina","2019",138,34.3230565517598
"110",91.2917067248307,80.5,"Freirina","2019",140,-10.7917067248307
"111",82.8438100979454,76.5,"Freirina","2019",141,-6.34381009794544
"112",80.9668350279488,72.4,"Freirina","2019",142,-8.56683502794877
"113",97.0163222145389,54.1,"Freirina","2019",143,-42.9163222145389
"114",93.0444140952383,123.4,"Freirina","2019",145,30.3555859047617
"115",71.4426093362194,48,"Freirina","2019",146,-23.4426093362194
"116",109.191843888889,134.1,"Freirina","2019",147,24.9081561111112
"117",68.3870979285715,40.7,"Freirina","2019",148,-27.6870979285715
"118",82.3767404148629,79.5,"Freirina","2019",160,-2.87674041486287
"119",82.5160661647797,78,"Freirina","2019",161,-4.51606616477969
"120",87.8583560996811,79.3,"Freirina","2019",165,-8.55835609968106
"121",91.4602718978181,87.4,"Freirina","2019",167,-4.06027189781807
"122",122.194235219421,159.3,"Freirina","2019",168,37.1057647805785
"123",86.5934854365079,85.5,"Freirina","2019",172,-1.09348543650793
"124",117.224402666667,153,"Freirina","2019",175,35.7755973333334
"125",99.9541616125542,97.4,"Freirina","2019",177,-2.55416161255417
"126",101.695248571429,121.5,"Freirina","2019",178,19.8047514285714
"127",82.9235316363636,78.5,"Freirina","2019",179,-4.42353163636363
"128",87.3471391111112,96,"Freirina","2019",180,8.65286088888881
"129",65.924366642857,35.8,"Freirina","2019",181,-30.124366642857
"130",72.2002300946275,53.7,"Freirina","2019",182,-18.5002300946275
"131",74.0175937445887,85.5,"Freirina","2019",183,11.4824062554113
"132",77.4159959126983,77,"Freirina","2019",184,-0.415995912698307
"133",86.2400654761904,93.8,"Freirina","2019",185,7.55993452380956
