ID arbol,16-Sep,ene17,17-Sep,ene18,18-Sep,ene19,19-Sep,ene20
37,0.247729138,0.311431557,0.298188001,0.320657164,0.281756759,0.272949487,0.266377598,0.300690353
38,0.243515849,0.286548138,0.291622758,0.306925505,0.311900705,0.256377012,0.25579372,0.285044312
39,0.217856169,0.29083246,0.283289135,0.304945081,0.291561633,0.25312373,0.247106314,0.286680281
40,0.229460597,0.318346739,0.292836547,0.310852706,0.305887014,0.271932214,0.263143778,0.294550359
41,0.232245818,0.313130647,0.291056693,0.326527953,0.299919397,0.297427654,0.250647932,0.287159979
42,0.219067797,0.300798923,0.279578596,0.312876195,0.28420195,0.284036905,0.233693391,0.28098321
43,0.196991012,0.316307753,0.275270283,0.306556523,0.267592072,0.269106358,0.204059243,0.268125236
44,0.197156981,0.351865977,0.279838711,0.31296885,0.240098342,0.236394316,0.190700531,0.298709512
45,0.194063917,0.329841912,0.284271777,0.305208057,0.245987162,0.225271657,0.179999992,0.338614225
46,0.189126089,0.374678135,0.294262081,0.293482363,0.257487804,0.185182557,0.20672372,0.393401623
47,0.188522413,0.374816626,0.286970019,0.305792391,0.274129748,0.183816254,0.241731435,0.375045091
48,0.210803255,0.381007701,0.296891212,0.327039272,0.295672148,0.200883478,0.287282944,0.34462443
49,0.216177091,0.336475581,0.29588607,0.297815621,0.304014176,0.217680335,0.278064847,0.324237853
50,0.187319696,0.325750738,0.296791434,0.271035612,0.262449533,0.200797498,0.240617082,0.32195583
51,0.227285191,0.319069952,0.294522345,0.27584815,0.294848084,0.210891083,0.247654781,0.316503257
52,0.23230727,0.322637111,0.303685784,0.268579751,0.292031884,0.201384962,0.243455499,0.324742258
53,0.21567522,0.306994289,0.288507581,0.301112294,0.288819879,0.211136252,0.225460738,0.291977376
54,0.233238846,0.302304029,0.289060414,0.309057206,0.282725662,0.211749792,0.244680867,0.267505914
55,0.234447405,0.289993346,0.298411667,0.313204288,0.318986863,0.203910619,0.220404759,0.277835578
56,0.234682471,0.291021049,0.285457432,0.300320774,0.320981234,0.220799327,0.181465045,0.263554215
57,0.245694995,0.300393969,0.27795592,0.29722771,0.247959614,0.269230783,0.204039559,0.256531626
58,0.241367549,0.30933699,0.279102087,0.329352856,0.273618311,0.228592768,0.216419965,0.285992205
59,0.206896544,0.302826107,0.295913011,0.316190839,0.29134962,0.179596692,0.184539914,0.267244697
60,0.211246625,0.29186061,0.286485404,0.311530799,0.292218208,0.199743375,0.209208846,0.262385458
61,0.223140493,0.304585576,0.281789005,0.313503534,0.274607509,0.212562382,0.234291568,0.273550957
62,0.207797766,0.310126573,0.284386605,0.310768008,0.277883172,0.209476322,0.214226961,0.271796525
